id,px,py,pz,cx,cy,cz,r
600,-13.875401,36.000943,-22.258477,-13.910522,35.460841,-22.504814,0.594664
601,-38.494730,0.863129,-49.291728,-39.025573,1.376368,-48.375110,1.177029
602,17.742589,-19.440577,44.346513,19.445101,-20.029579,43.714907,1.909030
603,5.515767,-19.115205,1.208780,5.382611,-17.997928,1.361665,1.135522
604,-2.718388,-20.530751,-15.304576,-1.597008,-20.369763,-15.195765,1.159860
605,-39.462532,19.548396,30.052899,-40.331184,19.346099,29.339180,1.151040
606,-45.006738,-16.098983,41.751799,-45.282905,-15.106191,41.785933,1.031053
607,-19.696469,-26.081227,-17.865142,-20.543140,-25.162716,-18.658411,1.675368
608,25.185066,-47.941662,13.504026,26.529356,-48.482151,12.035132,2.063224
609,25.389607,-35.359284,-26.609695,24.653889,-35.758456,-25.789461,1.296639
610,-42.060637,17.602620,-33.094601,-42.562345,18.669185,-32.148030,1.511711
611,39.041916,-44.788914,-6.491845,38.274857,-44.196829,-7.367736,1.377298
612,-25.218558,-40.699923,33.098561,-23.977746,-41.104406,32.542162,1.418732
613,-27.667440,-9.882366,54.307426,-26.579571,-9.851871,-55.606837,1.688756
614,9.566863,-15.953894,-26.318274,10.991343,-15.334495,-26.040406,1.577977
